일시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2021-04-13,50826,48940,51865,48254,48634,49607,48513,55843,57695,58524,55611,62424,59301,61329,52695,55300,53497,60217,63139,62228,61858,61984,53487,52893
2021-04-14,48544,48273,50130,48008,52690,49114,49497,58316,58791,57988,54068,59485,60177,60757,53034,56715,53921,61066,64181,63271,62030,63759,55394,53435
2021-04-15,50825,48957,50189,46749,47490,48391,47597,58389,60155,58740,55445,63904,60832,61857,56153,53684,53481,62285,62357,63917,62830,59315,53318,53956
2021-04-16,48860,49391,44370,49318,47518,47782,48909,59365,57337,59847,56063,60259,60147,62645,54287,55297,55854,62990,61699,62853,65861,62530,55183,54165
2021-04-17,40244,40846,40430,42196,40317,42652,40000,47808,50015,51699,45361,52900,51351,50733,48166,45165,47266,54839,53843,56385,54162,53091,47642,48806
2021-04-18,40659,40348,40000,42981,40000,42983,40000,51894,49933,52074,47484,54118,52870,54524,48016,45327,48795,55495,56004,52584,52111,53095,46469,45003
2021-04-19,48328,50846,46656,48467,49831,51202,50403,61205,59260,56587,55248,62641,60788,61577,59041,57548,56761,65101,59811,64407,61399,65047,55934,54235
2021-04-20,47911,46792,47832,50192,48752,50858,49835,62847,58934,56787,55991,60599,62322,58713,56362,51476,56102,62350,63357,61673,63022,63741,55356,55665
2021-04-21,49541,46886,46843,50182,47493,48210,51629,59528,57978,59371,54286,59617,61175,59514,52199,53220,53781,62126,61682,63092,62991,62261,54405,55707
2021-04-22,50860,49499,49287,48749,49802,47526,45517,59266,57511,59105,57795,62081,57518,60289,54694,54792,51544,64141,61354,64565,62645,62563,53799,56125
2021-04-23,49024,49897,47659,47851,50521,48776,48821,60226,61471,62720,57435,61212,61288,61013,58655,54579,57491,64203,62428,61274,61427,64310,58151,56427
2021-04-24,40839,41143,40000,40988,40615,41201,40000,51787,48750,47357,43366,54033,50527,50964,44371,47620,45001,55953,55489,54655,53470,55077,45558,49950
2021-04-25,40000,41072,40000,44572,40000,41666,41093,48952,52556,47370,44885,51160,52682,52369,46434,42676,45653,54745,54871,52640,55217,53112,46155,46548
2021-04-26,47779,47591,49948,49234,45320,49318,49212,58029,59463,57906,55848,62809,59017,61000,53200,50834,54335,64124,62946,61995,63796,64546,55702,55081
2021-04-27,49872,50197,49710,49884,50213,46879,49053,57761,58183,59635,54302,60853,62268,60356,55773,55558,55644,63492,62727,62202,62073,62529,58190,56683
2021-04-28,47247,46856,49706,47413,49106,48034,49536,56982,61601,61187,53803,63800,63010,58487,55406,56332,53616,63896,61802,63789,61527,62490,57562,55359
2021-04-29,50746,49225,48086,46436,48764,47512,50701,62978,59028,58239,55420,61257,58185,58438,55947,53857,57599,62718,66965,60090,63833,62435,49720,53366
2021-04-30,50419,50139,48601,49508,49025,48221,51393,61622,58211,57146,55099,60838,59357,61559,54092,53623,49748,60337,65046,60875,62441,61340,55504,56011
2021-05-01,41418,41608,43522,40214,40000,40148,43764,51725,49915,51640,46139,52559,54039,52034,46410,45969,45027,55240,55284,53912,59057,53689,42047,47432
2021-05-02,41326,40000,40797,42040,40000,40000,40530,52837,51210,52173,47280,50614,51946,52818,46246,46457,45783,55325,55670,54803,54568,55425,46638,45781
2021-05-03,48034,51499,46784,50669,48686,49264,50009,59493,60543,59726,52283,59533,63184,61940,56472,57400,54112,64568,62412,65699,61087,62937,56247,56256
2021-05-04,47171,46622,50681,49173,48017,47201,49572,58020,57090,60478,51367,62211,61625,61049,56849,58180,56421,64501,63295,61939,62804,61090,54563,56976
2021-05-05,50153,46472,49395,48986,51550,49937,49113,60919,58587,56410,54148,59910,61262,60658,57053,57348,57267,61785,64096,63281,62745,64302,55626,54812
2021-05-06,47966,47703,48823,49240,48501,51367,47704,61213,59938,58113,56697,60722,60395,62168,57973,56069,56483,63498,62780,65599,62412,63176,55021,55406
2021-05-07,51803,49491,49044,49969,49583,49542,48795,57452,57375,57759,54911,63509,63581,60693,54528,54224,56056,63145,61101,62136,63672,62762,54510,55412
2021-05-08,40000,40568,41357,40000,40725,40000,41704,48755,50959,50693,46512,52908,52322,49053,47320,45407,47072,52952,54375,55676,56204,54862,46016,48333
2021-05-09,40000,42065,40000,40000,40145,40000,41514,50159,51598,51637,44749,52769,52473,54308,46555,46768,44545,54987,53375,53375,56896,54492,45021,49937
2021-05-10,48164,48273,48960,48764,47159,50740,48958,56297,57913,59851,54919,61328,60609,60815,52937,53474,53288,59730,62292,63596,62180,64870,53256,54726
2021-05-11,48858,47804,47705,50062,49258,48557,47757,60284,57551,58115,56591,59942,62493,61788,56214,53205,54516,59524,62532,60696,61634,63624,55499,54457
2021-05-12,50954,50788,49401,48813,48528,48668,50645,60568,58458,59655,53519,62067,59404,63507,52803,56246,54343,61962,61571,61637,63147,63308,55333,54042
2021-05-13,50137,50406,47693,49581,49787,47385,48742,60508,58503,57807,54635,59845,61180,60196,53365,56021,55332,63288,60872,62545,61847,62825,54382,55503
2021-05-14,47879,48830,48128,47040,48387,49822,49922,58788,60937,59999,54060,62564,60936,60594,55444,55487,55664,64138,61788,63622,60860,64814,56441,58570
2021-05-15,40913,40000,42222,40535,42429,40228,41033,50216,49222,51766,43136,51893,54041,52304,47128,48647,46070,55303,54802,54562,53301,56020,45970,43166
2021-05-16,41306,41287,41906,42334,40771,40000,41216,50066,49365,49847,48098,54712,53263,52908,46095,46893,47605,52326,55035,55196,57063,53058,47792,48288
2021-05-17,48997,48411,48335,47954,47900,46938,50123,59818,55154,55803,55717,61069,62356,59199,52882,58209,57311,63762,62957,62758,61552,63589,55562,56051
2021-05-18,50864,47435,50377,48878,51468,47661,50269,62160,61067,57500,54868,59657,59251,60520,55737,56552,55612,63157,63924,62424,63364,59751,56640,54721
2021-05-19,47207,50204,47448,47657,50569,47623,49154,57400,59313,57549,56502,61963,60948,61962,55696,57334,55759,61121,63420,62358,65666,65224,54776,54537
2021-05-20,49107,48010,48724,47081,50442,49750,45914,58541,60052,60041,54780,61220,61215,60013,52796,55156,57931,62817,62729,64203,63859,60995,52774,53561
2021-05-21,49429,49212,48706,49824,49595,48269,50824,59560,57572,61263,57284,61452,58236,63392,53934,53732,54782,62132,64174,61752,63939,62248,58188,55615
2021-05-22,40207,40000,42869,40354,41823,40170,40136,51855,53256,53398,47088,54430,53272,53187,48496,45028,48236,53461,55951,54714,56339,55423,47272,47099
2021-05-23,40000,40310,41587,41115,41387,40000,42119,50942,49592,52249,47317,54024,52113,54045,47417,47341,47336,53662,56419,54207,55947,54657,49152,47453
2021-05-24,51323,51805,48909,51472,50894,46487,48881,59457,58058,59851,55517,59161,62767,60145,55715,55381,54479,62519,65666,62601,65073,63518,56301,54623
2021-05-25,49205,47243,50507,50082,50521,47497,47533,57972,59103,59508,53522,59582,60392,59404,53025,53965,55788,62348,62796,60673,62684,63672,55526,51610
2021-05-26,47242,51271,46219,49684,48199,50468,46475,58638,58748,57200,57804,59630,64336,62202,55531,54622,53239,63033,62342,63742,63032,61295,56983,53348
2021-05-27,48183,47808,46760,46483,48349,50118,48557,57531,58842,59457,55502,60148,62833,63719,54400,57403,54771,59756,64014,61942,62903,63233,57452,54915
2021-05-28,45438,49606,52145,47861,48238,49104,48965,58243,58117,55352,54078,61098,61732,61589,55441,56133,56871,64930,62917,62148,63262,64359,56819,55824
2021-05-29,40000,41359,40686,40007,41175,40013,40000,51808,51328,49612,45152,50878,53310,53536,47350,45348,45841,53550,55620,57497,57910,55584,44417,47687
2021-05-30,41302,40000,40997,41095,40000,40000,41651,51400,53646,52283,46005,54963,55064,54303,47626,45400,44622,56531,57836,54500,57142,55383,45241,47316
2021-05-31,50472,46907,49056,50253,48391,47969,49769,59708,58895,58121,55805,61709,61115,61829,53481,54135,56875,64102,63918,61564,60382,64765,56107,55296
2021-06-01,56889,58640,57420,56355,59248,56538,55700,67862,67141,66115,63600,69622,68479,71881,62854,65462,63351,73859,73993,74527,71254,73553,64667,63970
2021-06-02,58689,56675,56894,55885,55430,58015,59339,66840,63432,67373,62345,66743,66660,69557,59208,63091,63924,73695,74950,73547,73465,71980,63325,64991
2021-06-03,56380,58109,59342,57457,58630,55316,58294,68806,65113,68241,61067,68295,67488,67692,63711,64485,62243,73702,72326,75102,73508,73276,63484,63350
2021-06-04,56573,57214,58125,58358,57067,55993,57092,65280,64793,67410,61479,69081,68205,68471,61345,63598,63699,74848,71327,73078,72451,72448,64066,62436
2021-06-05,44671,47480,47685,45757,47219,48775,47224,57296,57088,59317,54179,58094,59072,59949,52547,50398,52501,62855,65571,63887,66448,65148,55965,51512
2021-06-06,50900,48249,47099,48462,46910,47302,47715,56546,55396,59960,51956,58020,58533,60632,53874,55560,50734,65208,62711,60259,62248,64116,53428,55975
2021-06-07,57604,58069,55454,56251,59358,56940,57815,66883,67946,67982,63337,68125,69782,67989,60442,63635,62426,74489,74270,73105,72544,73096,61853,63976
2021-06-08,59398,56211,56585,56950,60887,56818,54583,67356,66130,68036,61859,67227,68210,69940,63237,61653,61613,73976,73473,74719,74726,73666,63256,62787
2021-06-09,56282,54195,57593,57263,57086,57553,56010,66738,66226,67131,64770,70163,68509,70191,59440,63394,61785,73071,72412,74094,78267,72795,62987,64905
2021-06-10,55818,56348,55840,55140,57718,59030,56462,67336,68085,68328,65336,70284,66281,69427,61752,61563,62555,77408,72904,72192,72298,73799,61242,61386
2021-06-11,57959,56977,59280,56931,56575,58455,56668,66018,64834,66585,62104,68263,67159,72097,62983,64839,59010,71513,71186,72256,74300,70610,64833,65422
2021-06-12,47602,45756,47290,46475,47869,48164,47088,57502,53269,57622,53341,59752,59228,60511,53353,54755,53410,66967,63647,59109,63098,65332,52951,52889
2021-06-13,46893,47298,45864,50558,47218,50032,49538,57043,60254,56047,53991,57833,58986,59657,52815,55527,52466,61409,63150,66587,64955,61996,51622,55597
2021-06-14,58472,58109,58229,54346,56849,55432,56977,67068,69284,68326,61213,69221,69912,69334,62555,61076,64180,73091,75012,72745,71105,75229,67031,64861
2021-06-15,57609,55950,54921,58819,61955,57390,56931,68676,63956,66487,62652,68881,66640,69886,62783,62296,60424,74313,75076,76172,73217,74431,62730,65451
2021-06-16,58491,57355,58450,56551,55477,57244,54925,67554,70060,65448,63193,69333,67657,70109,65179,61257,66078,75871,73153,73165,74222,72818,63919,64261
2021-06-17,60866,56684,56329,55446,57364,53354,56569,69458,66089,66930,61820,66726,68812,70100,63170,62505,63880,75759,76131,75670,76751,75145,64044,62760
2021-06-18,55199,56658,54301,57028,57233,57659,57773,65192,69924,65969,62039,67370,68547,68097,61318,62864,63802,74226,74642,73269,74789,73971,59272,65276
2021-06-19,49059,49221,48907,46376,46809,47855,45973,53481,58169,56226,54955,58750,60481,57850,54507,51330,54120,63625,64661,64291,61175,66276,52435,53334
2021-06-20,49967,47402,48314,48660,48340,47451,47606,56526,59232,58342,55225,59139,59702,60913,53381,55359,56857,61406,64568,64579,65822,63078,55826,53027
2021-06-21,56556,57321,55757,55728,59466,55212,55918,68027,68254,65765,64866,70653,68420,72492,62851,62525,65649,74365,76006,71776,74536,75120,61345,61093
2021-06-22,55743,53694,58136,54900,56632,57882,59731,70956,66932,66612,63265,70368,68502,68361,64932,63601,63306,74168,75869,74319,71503,76179,64073,61316
2021-06-23,58793,58100,58161,56795,55009,56266,54334,65088,65228,70257,63038,71466,69639,66456,63836,63367,59995,74371,76512,74302,73022,72337,62134,62682
2021-06-24,55839,56220,58426,56346,55054,55778,54684,67168,68193,69425,62563,66456,69514,69793,61918,64739,63584,73692,74886,73337,74126,77256,65293,61707
2021-06-25,59609,58038,56939,56507,55898,59256,58078,63797,65750,68910,64575,71562,67087,69984,62182,64561,61406,74596,73130,72866,73867,71115,63445,62893
2021-06-26,48017,44695,47458,47201,47842,46424,45905,56488,57060,59666,54190,59963,58124,59835,52866,53635,54242,63865,64640,64498,68461,63808,53418,52712
2021-06-27,45589,48911,46673,42343,43697,47681,48384,55328,56298,58353,53394,62403,58308,59265,51253,54604,52223,64674,68694,65680,62846,65641,52745,57772
2021-06-28,57151,56435,53468,57153,54515,58065,53879,65925,69594,66133,62390,68449,67336,66293,65321,59645,63496,71564,77202,77576,77065,72587,62434,62496
2021-06-29,58623,56929,57649,55810,57861,55961,55417,65566,69212,65101,63733,68237,71106,68006,64788,62026,63993,74827,74240,72875,73704,76219,63023,64620
2021-06-30,58294,56183,57241,56933,58410,55725,58704,64374,64062,67181,61593,71137,70435,68304,64354,61136,62974,75790,74102,72684,71680,73318,63903,65343
2021-07-01,57397,54251,58154,58237,59361,55448,58157,66162,64696,67202,62331,69732,66086,69864,66652,60708,65449,74670,75562,74562,72269,72888,61566,66424
2021-07-02,59259,57830,56566,59052,57893,56821,56927,65168,66898,68227,62510,67845,69435,70263,60778,61495,62824,74752,74101,74382,75225,77385,63108,62382
2021-07-03,49078,49920,47020,48444,45254,45413,46852,55479,58278,58462,53653,61421,59375,59453,53764,53044,56251,63358,60454,63709,65450,64256,55906,52930
2021-07-04,46498,47689,49315,47526,47969,47364,46552,58689,57432,56216,56448,57361,62420,60013,52435,54470,51484,64935,64939,65221,62702,63800,54104,53187
2021-07-05,56985,57217,58125,58639,56802,55765,56680,67574,67439,69599,62011,69032,71452,68414,63844,60829,62062,74203,73958,75794,73294,74056,64850,64134
2021-07-06,57101,55355,57737,58874,56701,58444,55191,65970,65196,64245,63175,69618,67599,68878,62873,63150,62779,73783,74281,77415,74757,74307,62521,64229
2021-07-07,60853,58647,59524,56709,56993,57760,54955,65425,67638,67776,65414,68525,67074,68912,63221,63913,62121,72690,71038,75072,75829,74414,60554,63524
2021-07-08,58687,56812,55529,55980,56875,55899,59011,68369,66143,65748,66056,68702,69054,71811,59167,64468,62574,74438,74736,71860,72029,71858,63975,65437
2021-07-09,56108,56967,58054,56743,56209,56482,58461,67252,63749,68410,62959,69893,71451,67816,62556,63663,63081,74648,72619,73106,74517,73511,62156,61565
2021-07-10,48641,48371,46343,48388,49913,46552,48572,58678,55827,55979,53748,59157,58809,57091,52854,54706,52437,64965,63720,66570,64296,65111,50180,51670
2021-07-11,49009,45268,46838,47346,46461,46163,44656,58061,57878,57549,54045,58441,61888,60033,55436,51373,51312,66265,66220,62590,63825,64297,51372,54745
2021-07-12,55384,58026,57816,53490,57182,59514,57371,66128,67195,65413,61747,70399,69645,70738,64000,65090,63257,71907,75084,75325,75014,74899,61163,64080
2021-07-13,57173,58537,58873,57534,59785,58604,58465,66412,67359,65724,62027,71524,68174,67726,59400,63360,64736,73551,76540,73028,75175,75212,63501,62893
2021-07-14,55411,55500,56720,56469,56275,57931,59583,66015,65609,68910,61018,68311,69498,68329,63603,63005,64987,76901,75332,73783,75551,71266,63720,67071
2021-07-15,58153,55945,58670,54769,57792,56105,56905,67442,68761,66337,61969,71240,67693,70800,66618,60135,64045,71119,75427,72230,74122,76182,63834,63943
2021-07-16,55230,57475,57763,55352,55486,59813,57175,63655,68272,67840,64942,69004,70996,69548,62905,62521,62728,74042,74808,74284,74603,72741,61238,59946
2021-07-17,48705,48870,48958,49280,47026,48231,48418,54088,58640,58966,53501,60253,60649,59485,52906,52797,51694,65453,65040,66095,65109,63915,53506,51252
2021-07-18,47934,47468,47351,49234,46152,46602,47454,58210,55116,54651,53844,59975,60368,58571,52034,52270,49852,64516,65213,66100,65391,64743,54645,55114
2021-07-19,56770,56598,55215,60593,55356,55631,57404,68184,66736,63209,62881,69085,68532,67755,62813,63028,65073,73920,76093,73648,74405,73390,64907,63363
2021-07-20,55124,55999,56031,55979,57795,57956,57192,65155,69071,68645,62489,70215,67909,67475,61981,62294,63114,74853,75337,74524,76966,74932,61549,61332
2021-07-21,58766,54793,55008,57081,55353,55427,59969,67551,67624,68071,65702,70850,68391,67359,64895,63882,65940,71434,72709,71038,73773,72162,60561,61386
2021-07-22,55832,56064,57860,55818,54903,56434,58170,65391,67833,67469,63274,69878,72157,66847,63787,63612,63781,74317,73873,74584,75768,72492,62911,62319
2021-07-23,57581,57030,55676,58592,58926,57885,57417,66296,68972,64702,62000,69505,67222,70385,63478,62885,64335,73004,73370,73437,74416,74264,62772,64189
2021-07-24,48494,46304,46161,48233,49728,50916,49648,57398,59156,61232,54662,59255,58447,59797,52822,52271,52903,65842,64707,65364,66622,65025,52728,52886
2021-07-25,47607,48998,47211,50147,47219,48623,49936,57302,58537,59069,54631,60432,58365,58749,51452,53054,55407,65500,62630,66383,65982,63979,53568,54990
2021-07-26,58993,56399,55553,56026,54729,58404,56803,65684,65651,66927,60985,68970,70323,70044,62658,61963,62976,76028,71013,71705,71406,77594,62399,63487
2021-07-27,56293,57012,56500,59331,56879,55746,59342,66147,65707,69065,64259,69716,68957,67388,65627,64386,62104,76518,74563,71180,76127,74250,62307,60197
2021-07-28,55838,55493,53875,55282,60951,55764,56869,65215,65811,66040,62175,68277,71217,67595,62849,62442,64432,73785,71264,74949,73301,71224,66880,64420
2021-07-29,56255,56299,53627,57265,57905,57240,57486,66102,67917,66955,64790,69327,66838,70590,63328,61974,62974,74749,74046,75219,77564,73428,62990,64340
2021-07-30,57407,56984,55250,58772,57001,54584,56243,66662,69251,69981,65261,65573,67422,72101,61952,62862,63758,74530,73760,70243,71141,76575,65904,62071
2021-07-31,46202,47955,47108,47330,48470,49536,46987,57071,56603,56843,53622,61909,59772,59029,52367,53521,53044,64460,64005,64759,65123,64711,55068,54548
2021-08-01,44718,47739,45850,49205,51165,49232,46069,58254,57969,56624,55341,58645,60005,56586,56961,56816,54204,64639,67680,62590,64578,64445,53388,54329
2021-08-02,59674,56826,58874,58139,54904,59025,56808,67949,70200,66857,60524,71607,69032,68572,63742,63823,64359,75570,75252,75926,75235,74318,62437,63749
2021-08-03,58082,56240,54348,58731,57288,58991,56481,67595,69029,67360,61826,68540,69500,68850,63580,62396,62509,70527,73198,75742,72670,75714,62200,63289
2021-08-04,57010,55110,58173,57015,56903,56374,57962,66359,70372,66439,64025,70073,69573,69390,63016,62188,62950,74587,74559,75225,71620,72327,63058,61888
2021-08-05,54883,56963,56213,55911,56879,55617,57123,67326,68454,68538,62555,70461,70284,68380,64102,62875,64134,74896,72029,73237,75092,77320,60968,63541
2021-08-06,55858,57986,56833,59899,57129,56263,56858,64887,65750,69735,61994,67968,72008,70447,65587,64972,64442,70591,74736,72913,74950,75773,61590,63196
2021-08-07,45981,47572,49079,48373,50187,45557,45083,58642,56612,55579,52384,58977,63117,62606,56856,55085,53482,66650,66299,62619,63183,65260,51925,53890
2021-08-08,48624,47963,49836,43283,46921,47368,47198,58890,58070,58420,52159,60124,61357,59196,54367,51722,55413,63454,65450,62893,64515,64926,49687,53894
2021-08-09,56681,58464,55240,56510,57657,56195,58623,67644,66505,70102,61321,69392,68523,71147,63061,63954,62789,73565,77009,72389,71213,78864,60715,62646
2021-08-10,56437,57352,53535,57329,59003,60424,56516,66131,69227,66829,62906,70803,70791,67638,62751,61905,61523,72171,74469,71102,74420,74693,60598,63649
2021-08-11,57739,56545,54082,56114,60942,57505,56035,67959,67221,67740,62792,66829,67443,66875,62632,64244,63131,71090,73703,76120,74898,70179,63549,62014
2021-08-12,57658,57316,56656,58134,58995,54485,54444,69501,65280,68554,61653,67167,68169,71540,62089,61629,62745,74937,74503,71788,73631,75209,62320,64740
2021-08-13,56744,57687,55231,56230,56643,57282,58334,68739,66555,63494,63571,67136,67921,70889,59116,62731,63855,73003,72891,74227,72399,73231,65933,60919
2021-08-14,46724,48321,50009,47907,45784,48959,51122,56608,58902,57555,55713,56698,63943,57401,51868,54200,50706,63759,66342,62427,63752,63959,52318,54968
2021-08-15,47880,47951,46919,46312,46056,45752,47492,56559,58610,56312,50912,61204,60305,56400,51584,54890,53535,63763,65380,66544,65238,63745,52581,53754
2021-08-16,57371,58050,58700,58794,56168,59105,59280,66601,66568,64373,63163,70611,68656,68553,63232,61754,62180,73434,71163,73993,73746,75439,59400,65830
2021-08-17,55459,53162,57792,56587,56711,57147,56106,65428,68049,65502,63442,66761,68691,70399,63598,67316,61629,74747,74207,75022,75990,73304,61950,62484
2021-08-18,53448,57295,57453,57456,55489,59276,54745,68425,65277,68104,65705,70823,71667,69742,64099,61194,63098,72891,73558,75602,72087,73184,63946,60578
2021-08-19,56458,59129,56165,57776,58305,59053,56329,67716,68023,66281,61269,68948,67734,68584,63401,60686,64348,76133,76188,74579,74989,75524,63794,65932
2021-08-20,59259,55411,57961,56675,56476,57962,53645,65117,66488,68454,62208,66272,66684,65566,63439,61585,62926,73160,74371,74556,74477,72363,62044,63946
2021-08-21,49579,47387,46430,45499,49710,47501,46877,56825,59715,57762,52864,57940,61365,58620,54504,51840,53236,64450,63533,64286,63377,65676,57560,52911
2021-08-22,46188,47003,48813,47021,47355,48748,49850,59337,58023,56964,54938,59562,55645,58198,53065,52794,55248,61528,65485,63745,68102,64808,53611,53937
2021-08-23,58019,57169,56751,57730,57851,56889,56948,70421,67042,66735,62312,66898,67058,68130,61755,61522,62323,73569,73279,73030,72919,76201,63661,62406
2021-08-24,54772,56705,55851,59092,58966,55085,53812,67907,65396,68942,61495,66627,69567,67317,62662,63764,62910,72284,71878,75583,73869,70582,63475,61750
2021-08-25,59147,58644,53246,54591,58236,56267,55243,67717,67862,67798,65104,70668,71524,67837,63554,65970,62728,73876,72789,75218,75029,73736,63989,60736
2021-08-26,56815,56563,59558,57794,54774,52983,57673,67827,69799,67079,64165,69585,69858,68617,64729,62326,63136,73127,75082,73853,74961,74834,61751,63037
2021-08-27,55875,54852,57082,54600,55455,58724,56887,67258,65614,69017,64601,66811,73122,67269,62321,62947,60218,74680,73775,73420,75460,72032,64192,65536
2021-08-28,49207,47679,47063,48244,50215,47108,47495,60123,54544,57923,55237,59150,59395,60871,51262,54581,52643,64968,62777,67423,64975,65690,52879,51940
2021-08-29,49259,48301,46717,49438,46613,48349,45113,55498,57512,58914,53611,61749,57303,61755,54557,55524,51897,65697,65575,64907,64019,65697,53958,54272
2021-08-30,57905,57279,56167,56239,55232,57004,55944,68086,66067,67262,60982,69551,69611,71323,63632,63529,63897,75332,72956,73659,70897,76035,61737,63474
2021-08-31,55254,54800,58153,55971,56726,59901,57387,65665,64551,69090,65135,67743,66989,67669,62195,62270,63343,74148,74265,75129,73349,73384,62433,63505
2021-09-01,48511,48186,47206,47089,47798,47683,48711,58747,61091,59135,54282,61413,61106,60075,57461,53510,54242,61792,64393,63099,63319,63058,54687,55111
2021-09-02,50652,48544,51369,49738,46358,49674,49925,57753,58460,58081,57153,60386,61251,60620,56500,52215,56089,62620,62979,61664,62383,62365,54729,54878
2021-09-03,47000,48736,49612,50357,50232,48016,48166,61266,62135,57984,55594,60784,60726,63689,54278,55731,55309,63512,62176,61037,64306,64485,57358,53665
2021-09-04,42454,40000,41111,41398,40168,40273,40695,53173,48135,53105,47112,54889,54457,54263,45337,46478,46116,55279,57236,54845,55357,54061,43788,48351
2021-09-05,40000,40895,41306,43475,40000,40000,40634,48865,51450,51498,47914,54512,49374,50326,46849,47971,49473,53954,53239,54062,53091,57275,47438,44457
2021-09-06,48000,51801,48218,45837,48086,47459,48737,58285,61533,57585,56290,62950,62866,61347,54607,54804,57217,59988,62846,60541,61433,64401,53851,52342
2021-09-07,47978,48729,50172,48211,49545,49334,50107,57904,56411,59074,53420,59426,59938,60853,53941,52148,57003,65007,62369,61194,64524,60866,54805,54223
2021-09-08,49550,49227,48580,48141,49497,49694,47558,58473,60053,59694,55159,59759,57572,60460,55732,55683,57198,61643,62547,63270,63305,65136,53892,52788
2021-09-09,50493,49188,49129,50318,49760,47030,48305,57841,59267,58143,56360,60496,60360,59507,53192,54510,56456,64028,61360,62210,62057,62154,54102,55676
2021-09-10,49718,47889,48925,48214,50729,48891,51052,58566,57065,60915,54644,61569,61718,59545,53091,56194,55882,64375,63901,62336,63878,62981,53459,53893
2021-09-11,40699,40000,40000,40158,42602,40000,40397,49425,52559,50203,45791,51785,55601,50135,44853,47161,49673,54236,52797,53007,57163,54093,47514,48320
2021-09-12,40470,40518,40000,40452,40661,42859,40000,50200,51718,51558,46078,50703,52986,51346,48185,47710,41691,56826,55245,57099,56114,55278,47180,47683
2021-09-13,47311,50392,49499,50319,48796,47635,48950,60069,56922,57289,53990,57838,60204,59730,55207,55533,53784,61449,63730,62864,64039,60762,54318,53943
2021-09-14,51152,47788,48585,48373,48285,49502,48252,57982,58017,58994,54572,60986,61071,63562,54993,54153,54555,63033,65019,65168,60810,64202,55421,53748
2021-09-15,49578,49329,49061,49182,47584,47798,49111,58499,59459,60330,54148,60181,61143,61346,53544,55344,53992,63257,63606,65983,65760,61254,54498,55514
2021-09-16,49578,48464,50820,50715,49911,49314,47902,57490,57698,58870,53734,63056,60279,56720,53866,57278,56638,64778,61083,63566,61712,64300,57881,57423
2021-09-17,49979,51627,50199,49459,49011,48088,50773,58665,61562,60117,52753,59930,61886,59849,54219,56654,56487,64297,63087,60750,60994,63556,58392,54278
2021-09-18,41397,41332,42597,40000,40000,40000,40315,51302,52823,48522,48305,50567,55038,54184,46721,45295,44942,55650,51903,53519,52036,55054,47437,47156
2021-09-19,40612,40462,40571,40000,40000,40000,41400,53640,51222,50670,47185,53107,52575,51345,46012,46669,46695,53860,56697,55130,53437,54288,45769,48051
2021-09-20,48601,47812,50107,48916,47872,47110,49487,59402,58265,57908,55692,61736,57836,60714,55041,54060,54724,63874,65322,63016,62479,63810,55563,55906
2021-09-21,49085,45926,49724,49990,47064,47934,46845,59490,58304,61032,58061,61092,61851,61607,54953,54162,55742,63340,65491,61890,63421,61471,56527,53170
2021-09-22,47073,51954,49655,49536,50114,47889,49621,60421,58511,57986,54819,59901,60660,61041,55909,56544,54109,62886,63849,61902,64753,63447,54931,52807
2021-09-23,50265,48018,47630,46452,50525,48309,47725,59953,59508,56890,56501,61911,64076,62620,54628,55777,56596,63741,62837,62777,63766,61994,55044,54568
2021-09-24,50921,49401,48952,50267,51209,52400,47869,60261,60663,60886,53736,60559,58309,59357,55033,52892,54938,63190,60867,63314,60118,62383,56229,55467
2021-09-25,40000,41342,42230,40858,40000,42978,40000,53336,51069,50364,49612,52149,55061,55061,47675,47311,47469,55043,52854,53088,53722,56401,48824,46725
2021-09-26,40000,40000,40173,40000,41031,40000,41529,51430,48745,49563,45401,51894,54335,53432,46415,50554,43593,56443,56223,53517,55004,55431,48617,47212
2021-09-27,49031,47776,47594,46029,49759,49738,48678,58848,58712,56685,55551,61773,60298,63931,54110,54912,55662,63127,64815,64297,62600,62276,53314,54732
2021-09-28,48480,49988,48391,49384,47511,46955,53021,61435,59068,58461,55249,57965,61295,61226,58173,54393,55433,63237,60789,61061,61879,61811,55154,57360
2021-09-29,49758,48811,49742,49092,49404,48836,47320,58308,61319,59871,55739,57728,60836,60613,56142,55419,56793,63764,61863,63311,63472,62154,54720,56648
2021-09-30,47503,50233,50147,48637,50059,49758,47133,58087,59122,59519,56494,62941,62407,60924,55054,54118,52877,64064,65552,64345,60784,63321,53883,52506
2021-10-01,46422,49219,47434,50203,49429,49470,47402,58951,60263,58190,55420,57326,63779,60106,54239,53917,56276,60601,63757,62268,60424,62449,56371,53960
2021-10-02,42939,42261,41732,40000,40000,40000,40000,50147,48870,50532,48142,51571,51124,53938,46688,47456,53092,53717,57115,54451,53358,57079,46182,47678
2021-10-03,40305,40000,40525,44717,43429,40000,40000,48928,50131,49368,46825,52708,51768,50170,44032,45858,48145,56424,53366,54771,53644,55350,44854,47465
2021-10-04,48597,48811,45884,46360,49212,48959,49483,58179,60147,60111,53010,62720,62548,61513,52773,54775,54511,62567,62755,62859,64645,64502,55679,53195
2021-10-05,49096,48856,49188,52890,49076,48284,49069,60609,60896,56183,51860,62317,60669,62462,54415,54682,55493,61258,64548,62382,63961,62215,53160,52886
